Artist	Music	Lyrics	Compilation	Title	Type	State	File	Comments	Archive	Original	Genre	Misc. info	Misc. 2	Language	Category	Artist 2	Length	Song start	Song end	Intro	Voice out	Loop start	Loop end	Refrain start	Refrain end	Fade in	Fade out	Hot start	Mix in	Flags	Vote	Volume	Period	Media	Attribute	Tempo	Mood	Energy	Bitrate	File format	BPM	Last date played	Last time played	Last type modification	Folder	CRC	CRCTime
GABY NOVAK				ON ME VOLI NA SVOJ NACIN	80		30000348.MPG								80		3:28.813	0:00.522	3:21.883	0:24.480									3:09.397	0		73		A					128	MPEG L3-44JP					-31568	-769318846	935606516
GALA				NEDOSTAJES MI	90		30000350.MPG								90		3:15.665	0:00.000	3:15.665	0:08.584									3:13.319	0		66		A					128	MPEG L3-44JP					-31568	-1719276336	1000040128
GALA				JA TI PLACAM DUGOVE	90		30000349.MPG								90		3:21.830	0:00.000	3:21.830	0:25.458									3:17.942	0		75		A					128	MPEG L3-44JP					-31568	382482207	1000038514
GALIJA				UZALUD SE TRUDIS	90		30000074.MPG								90		4:41.290	0:00.000	4:41.290	0:38.957									4:40.427	0		77		A					256	MPEG L3-44SP					-31568	-2130473903	1414768273
GALIJA				DA ME NISI	90		30000208.MPG								90		3:56.878	0:00.296	3:50.515	0:18.411									3:35.556	0		69		A					128	MPEG L3-44JP					-31568	1987064488	973002674
GALIJA				SETI SE MAJA	90		30001039.MPG								90		3:21.482	0:00.347	3:16.378	0:14.838									3:10.111	0		70		A					128	MPEG L3-44JP					-31568	1658868355	973003076
GALIJA				SLOBODA	80		30001043.MPG								80		4:03.017	0:00.228	3:56.490	0:27.990									3:45.731	0		69		A					128	MPEG L3-44JP					-31568	1422291477	972698900
GALIJA				SKADARSKA	90		30001042.MPG								90		4:21.799	0:00.328	4:13.335	0:06.359									4:03.468	0		70		A					128	MPEG L3-44JP					-31568	556028638	973002960
GALIJA				KACA	90		30000017.MPG								90		3:59.673	0:00.187	3:55.151	0:17.464									3:46.362	0		71		A					128	MPEG L3-44JP					-31568	-934960341	896928718
GALIJA				MI ZNAMO SUDBU	90		30000708.MPG								90		3:29.005	0:00.294	3:26.332	0:16.768									3:22.975	0		69		A					128	MPEG L3-44JP					-31568	-877519624	972699004
GALIJA				POD NOKTIMA	90		30000951.MPG								90		3:04.555	0:00.332	2:57.272	0:06.072									2:48.712	0		69		A					128	MPEG L3-44JP					-31568	1129139143	973002534
GALIJA				DODIRNI ME SLUCAJNO	90		30001369.MPG								90		4:20.183	0:00.183	4:15.234	0:25.686									4:07.997	0		66		A					256	MPEG L3-44SP					-31568	-306874506	1322164374
GALIJA				KOTOR	90		30000045.MPG								90		3:49.459	0:00.179	3:48.687	0:25.817									3:47.105	0		72		A					128	MPEG L3-44JP					-31568	864099216	896928918
GALIJA				NA TVOJIM USNAMA	80		30000753.MPG								80		3:12.992	0:00.241	3:10.520	0:29.122									3:05.198	0		70		A					128	MPEG L3-44JP					-31568	843341534	972698372
GARAVI SOKAK				TECI, TECI DUNAVE	80		30001347.MPG								80		3:10.336	0:00.000	3:10.336	0:25.648									3:10.125	0		78		A					192	MPEG L3-44JP					-31568	1619125946	1146902853
GARAVI SOKAK				KO TE IMA TAJ TE NEMA	MILENIUM 00-08		30001949.MPG								MILENIUM 00-08		4:23.971	0:00.000	4:22.508	0:20.550									4:21.481	0		64		A					256	MPEG L3-44SP					-31568	450340914	1410281516
GARAVI SOKAK				KAO JA	MILENIUM 00-08		30001948.MPG								MILENIUM 00-08		2:50.248	0:01.067	2:44.585										2:34.608	0		74		A					128	MPEG L3-44JP					-31568	19970616	1160820038
GARRY LOW				LA COLEGIALA	80		30002464.MPG								80		3:40.687	0:00.000	3:39.409	1:04.651									3:38.098	0				A					192	MPEG L3-44JP				19/11/2014	-31568	1245124245	1106525118
GENERACIJA 5				NAJJACI OSTAJU	80		30000353.MPG								80		4:15.246	0:00.000	4:14.980	0:19.557									4:12.993	0		74		A					256	MPEG L3-44SP					-31568	1473848538	1414333716
GENERACIJA 5				DOLAZIM ZA PET MINUTA	80		30000352.MPG								80		3:42.145	0:00.417	3:35.478	0:21.791									3:33.755	0		69		A					128	MPEG L3-44J					-31568	-2044631056	906926108
GEORGE MICHAEL				CARELESS WHISPER	80		30002743.MPG								80		5:00.878	0:00.188	4:55.474	0:26.805									4:36.802	0				A					128	MPEG L3-44J				23/11/2014	-31568	1611200472	1227803888
GEORGE MICHAEL				I WANT YOUR SEX	80		30002575.MPG								80		4:41.605	0:00.692	4:41.402	0:29.423									4:40.825	0				A					192	MPEG L3-44JP				20/11/2014	-31568	-1764209209	1163616928
GEORGE MICHAEL				FAITH	80		30002652.MPG								80		3:16.420	0:00.000	3:16.420	0:41.703									3:14.607	0				A					192	MPEG L3-44JP				23/11/2014	-31568	2038893133	1163617034
GIBBONI				ANDJEO U TEBI	MILENIUM 00-08		30001364.MPG								MILENIUM 00-08		4:34.368	0:00.000	4:34.254	0:23.256									4:33.102	0		64		A					256	MPEG L3-44SP					-31568	1997890874	1414932582
GIBONNI				KAO CASNA RIC	MILENIUM 00-08		30000356.MPG								MILENIUM 00-08		5:01.871	0:00.378	4:58.743	0:24.646									4:47.578	0		71		A					128	MPEG L3-44JP					-31568	31641521	1062093098
GIBONNI				CIJELU NOC MOLIO SAM NEBO	90		30000355.MPG								90		4:55.471	0:00.416	4:52.639	0:34.172									4:38.887	0		71		A					128	MPEG L3-44JP					-31568	1383601739	1289379546
GIBONNI				STA CE MENI MOJA DICA REC	MILENIUM 00-08		30001538.MPG								MILENIUM 00-08		4:58.605	0:00.350	4:51.482	0:37.523									4:39.131	0		66		A					192	MPEG L3-44SP					-31568	1133265664	1148080186
GIBONNI				AKO ME NOSIS NA DUSI	MILENIUM 00-08		30000354.MPG								MILENIUM 00-08		4:35.670	0:00.000	4:31.944	0:30.240									4:27.624	0		71		A					128	MPEG L3-44JP					-31568	1994923199	1062093074
GIBONNI				LJUDI, ZVIRI I BESTIMLJE	90		30000357.MPG								90		4:45.231	0:00.000	4:41.825	0:38.083									4:40.395	0		67		A					128	MPEG L3-44JP					-31568	-1267284626	1062092382
GIBONNI				VRIME DA SE POMIRIM SA SVITOM	MILENIUM 00-08		30001423.MPG								MILENIUM 00-08		4:48.735	0:00.000	4:48.324	0:11.239									4:44.893	0		65		A					256	MPEG L3-44SP					-31568	151752989	1414658155
GIBONNI				SVI MOJI PUNTI KAD SE ZBROJE	MILENIUM 00-08		30000365.MPG								MILENIUM 00-08		5:05.767	0:00.000	5:05.429	0:20.954									5:03.518	0		73		A					256	MPEG L3-44SP					-31568	1663084179	1414933715
GIBONNI				PREDSTAVI SE TKO SI	90		30001953.MPG								90		4:24.991	0:00.000	4:22.026										4:15.132	0		69		A					192	MPEG L3-44JP					-31568	-979833558	1189236736
GIBONNI				LOSE VINO	90		30000358.MPG								90		3:32.871	0:00.366	3:26.147	0:17.712									3:19.642	0		70		A					128	MPEG L3-44JP					-31568	1810387913	1062093240
GIBONNI				OSLOBODI ME	MILENIUM 00-08		30001662.MPG								MILENIUM 00-08		4:04.614	0:00.000	4:04.307	0:20.045									4:02.753	0		66		A					256	MPEG L3-44SP					-31568	-1517894041	1414766921
GIBONNI				SLAVIM OVE DANE STO SI TU	RECURENT 08-14		30001562.MPG								RECURENT 08-14		4:53.146	0:00.505	4:49.188	0:35.143									4:45.306	0		64		A					320	MPEG L3-44J					-31568	-954756813	1267687979
GIBONNI				NEPOBJEDIVA	90		30000359.MPG								90		3:56.303	0:00.000	3:52.177	0:20.329									3:43.049	0		69		A					128	MPEG L3-44JP					-31568	1002558804	1291622521
GIBONNI				ZEDJAM	RECURENT 08-14		30001405.MPG								RECURENT 08-14		5:01.113	0:00.424	4:55.634	0:34.966									4:51.009	0		64		A					320	MPEG L3-44J					-31568	1829407811	1267687950
GIBONNI				SUVISE SAM NJEN	90		30000363.MPG								90		3:31.983	0:00.473	3:24.789	0:16.775									3:14.259	0		73		A					128	MPEG L3-44JP					-31568	1751499162	1071003398
GIBONNI				VRATA DO NAS	RECURENT 08-14		30001587.MPG								RECURENT 08-14		4:31.046	0:00.764	4:27.808	0:08.962									4:13.876	0		64		A					320	MPEG L3-44J					-31568	-507197044	1267687986
GIBONNI				CEMU SE NADAS, SRCE MOJE	RECURENT 08-14		30001651.MPG								RECURENT 08-14		4:31.804	0:00.553	4:26.000	0:07.091									4:20.761	0		64		A					320	MPEG L3-44J					-31568	-681799650	1267688006
GIBONNI				POSOLJENI ZRAK, RAZLIVENA TINTA	90		30000362.MPG								90		4:46.902	0:00.000	4:45.950	0:27.516									4:42.713	0		69		A					128	MPEG L3-44JP					-31568	-1972783814	1409993612
GIBONNI				LIPA MOJA	90		30001950.MPG								90		4:25.926	0:00.395	4:21.915	0:30.087									4:15.039	0		66		A					128	MPEG L3-44JP					-31568	-472166531	1187278609
GIBONNI				ZIVOT ME UMORIO	90		30001954.MPG								90		4:32.096	0:00.085	4:30.546	0:34.324									4:29.459	0		72		A					192	MPEG L3-44JP					-31568	-1253960668	1189241848
GIBONNI				OVO MI JE SKOLA	90		30000361.MPG								90		4:51.373	0:00.000	4:51.373	0:17.604									4:49.167	0		69		A					256	MPEG L3-44SP					-31568	-482981302	1414331245
GIBONNI				SVE CE BITI KO NEKADA	90		30000364.MPG								90		4:14.693	0:00.439	4:12.046	0:37.717									4:10.210	0		72		A					128	MPEG L3-44JP					-31568	895378428	1071003782
GIBONNI				DVIJE DUSE	90		30001951.MPG								90		4:25.982	0:00.000	4:25.261	0:20.084									4:24.323	0		67		A					256	MPEG L3-44SP					-31568	110292162	1414934919
GIBONNI				GOLI POD ZVIJEZDAMA	90		30001952.MPG								90		4:40.377	0:00.351	4:33.070	0:11.643									4:20.460	0		71		A					192	MPEG L3-44JP					-31568	-476791858	1189237886
GIBONNI				NOINA ARKA	MILENIUM 00-08		30000360.MPG								MILENIUM 00-08		4:35.017	0:00.387	4:29.792										4:21.431	0		73		A					128	MPEG L3-44JP					-31568	-1752539265	1071003434
GINO BANANA				MACE MOJE CUPAVO	80		30001955.MPG								80		4:30.053	0:00.000	4:30.053	0:11.849									4:11.972	0		74		A					160	MPEG L3-44JP					-31568	1795963480	1201676442
GITARSI				DOBRO DOSLA SRECO	RECURENT 08-14		30001956.MPG								RECURENT 08-14		4:21.001	0:00.102	4:19.505	0:23.108									4:17.378	0		64		A					192	MPEG L3-44JP					-31568	-1474676919	1271543578
GIULIANO				JUGO	90		30000368.MPG								90		4:00.509	0:00.979	3:53.484	0:14.585									3:51.826	0		66		A					128	MPEG L3-44JP					-31568	-61821321	1000464724
GIULIANO				DA JE DO MENE	90		30000367.MPG								90		3:36.450	0:00.016	3:36.450										3:30.606	0		68		A					128	MPEG L3-44JP					-31568	-1862072606	1127852238
GIULIANO				MILENA	RECURENT 08-14		30001666.MPG								RECURENT 08-14		5:05.533	0:00.526	5:03.104	0:30.403									5:00.902	0		62		A					192	MPEG L3-44JP					-31568	1144232744	1193347065
GIULIANO				NE CEKAJ ME	MILENIUM 00-08		30000369.MPG								MILENIUM 00-08		3:47.186	0:00.000	3:44.997	0:09.078									3:40.085	0		65		A					160	MPEG L3-44JP					-31568	520599329	1069599036
GIULIANO				CISTA LAZ	90		30000366.MPG								90		3:33.820	0:00.000	3:33.820	0:16.166									3:32.386	0		70		A					128	MPEG L3-44JP					-31568	-1707390356	1000042790
GIULIANO				NE ZOVI MAMA DOKTORA	MILENIUM 00-08		30001685.MPG								MILENIUM 00-08		3:12.162	0:00.270	3:05.479	0:19.496									3:03.462	0		58		A					192	MPEG L3-44JP					-31568	566515943	1268767460
GIULIANO				S TVOJIH JE USANA RIJEC	MILENIUM 00-08		30000370.MPG								MILENIUM 00-08		4:56.672	0:00.000	4:54.992	0:34.171									4:53.179	0		67		A					160	MPEG L3-44JP					-31568	-1469340197	1069599678
GIULIANO				SVE OVE GODINE	MILENIUM 00-08		30001507.MPG								MILENIUM 00-08		4:02.787	0:00.209	4:00.446	0:36.104									3:58.658	0		66		A					192	MPEG L3-44JP					-31568	-605308334	1193346833
GIULIANO				TKO SI SAD TI	MILENIUM 00-08		30000371.MPG								MILENIUM 00-08		4:29.688	0:00.063	4:27.733	0:23.307									4:25.239	0		63		A					160	MPEG L3-44JP					-31568	425654670	1069598608
GIULIANO				24 SATA	MILENIUM 00-08		30001469.MPG								MILENIUM 00-08		4:56.207	0:00.278	4:52.668	0:22.211									4:44.661	0		67		A					192	MPEG L3-44JP					-31568	-1261176286	1193346801
GLORIA				NEBO MOJE	90		30000373.MPG								90		4:35.722	0:00.000	4:31.781	0:17.585									4:27.373	0		64		A					160	MPEG L3-44JP					-31568	-801480583	1095734466
GLORIA				DRUGACIJA	90		30000372.MPG								90		4:02.790	0:00.000	4:02.790	0:21.115									3:45.228	0		68		A					128	MPEG L3-44JP					-31568	-1821739121	1000548758
GLORIA ESTEFAN				OYE MI CANTO	80		30002669.MPG								80		4:54.922	0:00.543	4:54.024	0:08.519									4:53.335	0				A					192	MPEG L3-44JP				19/11/2014	-31568	-1830358838	1060091698
GNARLS BARKLEY				CRAZY	MILENIUM 00-08		30002484.MPG								MILENIUM 00-08		2:57.140	0:00.072	2:56.666	0:02.721									2:56.067	0				A					256	MPEG L3-44SP				19/11/2014	-31568	680981054	1415622955
GOCA TRZAN				STOPERKA	90		30000390.MPG								90		3:03.640	0:00.000	3:03.640	0:19.135									3:00.609	0		65		A					128	MPEG L3-44JP					-31568	627939843	944976188
GOCA TRZAN				KARMIN	MILENIUM 00-08		30000375.MPG								MILENIUM 00-08		3:04.006	0:00.115	3:01.596	0:13.317									2:57.675	0		65		A					128	MPEG L3-44SP					-31568	1438211290	1102980825
GOCA TRZAN				AKO JE BOG DOZVOLIO	MILENIUM 00-08		30000377.MPG								MILENIUM 00-08		3:00.793	0:00.000	2:59.466	0:12.974									2:55.655	0		64		A					128	MPEG L3-44JP					-31568	220149420	992591548
GOCA TRZAN				ZAGRLI	90		30000392.MPG								90		3:32.192	0:00.000	3:31.474	0:13.134									3:25.340	0		66		A					128	MPEG L3-44JP					-31568	1284542661	944975866
GOCA TRZAN				SLOBODNA	RECURENT 08-14		30000394.MPG								RECURENT 08-14		3:18.635	0:00.031	3:18.635	0:25.523									3:14.146	0		66		A					192	MPEG L3-44JP					-31568	-1265101516	1137584546
GOCA TRZAN				OTROV U CAJ	MILENIUM 00-08		30000376.MPG								MILENIUM 00-08		3:03.771	0:00.086	3:00.237	0:15.288									2:53.284	0		64		A					128	MPEG L3-44SP					-31568	1810255457	1102980827
GOCA TRZAN				DALEKO	MILENIUM 00-08		30000379.MPG								MILENIUM 00-08		4:01.998	0:00.000	3:57.964	0:14.638									3:52.579	0		64		A					128	MPEG L3-44JP					-31568	893572232	1132154882
GOCA TRZAN				NE PAMTIM	90		30000387.MPG								90		3:33.167	0:00.000	3:33.167	0:19.373									3:30.525	0		67		A					128	MPEG L3-44JP					-31568	1929305260	1000979698
GOCA TRZAN				HALJINA	MILENIUM 00-08		30000374.MPG								MILENIUM 00-08		3:48.728	0:03.225	3:45.397	0:14.548									3:41.276	0		66		A					128	MPEG L3-44SP					-31568	-1284405400	1102980822
GOCA TRZAN				VESTICA	90		30000391.MPG								90		2:55.229	0:00.000	2:53.804	0:13.591									2:52.328	0		65		A					128	MPEG L3-44JP					-31568	-1185196791	944968206
GOCA TRZAN				KAD JE BAL NEK JE BAL	MILENIUM 00-08		30001341.MPG								MILENIUM 00-08		3:26.968	0:00.000	3:26.968	0:21.953									3:24.294	0		64		A					128	MPEG L3-44JP					-31568	1042514029	1213892266
GOCA TRZAN				DOSTANA	90		30000380.MPG								90		3:25.609	0:04.269	3:25.609	0:23.535									3:13.152	0		66		A					128	MPEG L3-44JP					-31568	-1194789003	944975924
GOCA TRZAN				GDE SI DA SI NEKA SI	MILENIUM 00-08		30000381.MPG								MILENIUM 00-08		2:56.613	0:00.000	2:55.038	0:19.925									2:53.157	0		65		A					128	MPEG L3-44JP					-31568	81428081	992591522
GOCA TRZAN				CUJEM DA ZA MENE PITAS	90		30000378.MPG								90		4:30.401	0:00.000	4:29.705										4:21.866	0		64		A					128	MPEG L3-44JP					-31568	-2030557228	1000979140
GOCA TRZAN				ZNAM JA DA SI TU	RECURENT 08-14		30000027.MPG								RECURENT 08-14		3:52.808	0:12.403	3:49.650	0:55.086									3:41.113	0		66		A					192	MPEG L3-44SP					-31568	525317728	1126184513
GOCA TRZAN				1200 MILJA	MILENIUM 00-08		30000393.MPG								MILENIUM 00-08	TOSE POESKI	3:28.021	0:00.016	3:28.021	0:27.869									3:25.898	0		63		A					128	MPEG L3-44JP					-31568	-1403056099	994400906
GOCA TRZAN				VOLIM DO KRAJA (RMX)	RECURENT 08-14		30001875.MPG								RECURENT 08-14		3:56.303	0:00.481	3:54.399	0:02.073									3:50.631	0		63		A					320	MPEG L3-44JP					-31568	643864550	1339158212
GOCA TRZAN				21 GRAM	RECURENT 08-14		30002437.MPG								RECURENT 08-14		4:12.912	0:00.000	4:12.912	0:12.288									3:55.092	0		63		A						WAVE-44S					-31568	-441880074	1413809243
GOCA TRZAN				SRECO NECIJA	RECURENT 08-14		30001958.MPG								RECURENT 08-14		3:43.973	0:00.526	3:43.394	0:11.406									3:37.533	0		63		A					320	MPEG L3-44J					-31568	-275936419	1308307373
GOCA TRZAN				LJUBAV , TI I JA	RECURENT 08-14		30001962.MPG								RECURENT 08-14		3:31.995	0:00.232	3:25.785	0:09.467									3:22.380	0		62		A					192	MPEG L3-44JP					-31568	-321664859	1263930356
GOCA TRZAN				GLUVE USNE	A1 CURENT		30001705.MPG								A1 CURENT		3:44.574	0:00.070	3:44.574	0:00.000									3:41.645	0		61		A					320	MPEG L3-44JP					-31568	-1920594663	1397557705
GOCA TRZAN				NA TEBE PADAM	MILENIUM 00-08		30000385.MPG								MILENIUM 00-08		3:41.413	0:00.000	3:39.279	0:10.061									3:37.457	0		64		A					128	MPEG L3-44JP					-31568	-2088816035	992591406
GOCA TRZAN				KORAK DO DNA	MILENIUM 00-08		30000383.MPG								MILENIUM 00-08		4:38.262	0:05.908	4:37.331	0:40.117									4:29.962	0		65		A					160	MPEG L3-44JP					-31568	-861564315	1034186792
GOCA TRZAN				STRASILO	RECURENT 08-14		30001963.MPG								RECURENT 08-14		3:27.934	0:00.162	3:25.438	0:31.931									3:21.495	0		64		A					192	MPEG L3-44JP					-31568	-672533959	1326574664
GOCA TRZAN				PISI PROPALO	RECURENT 08-14		30001964.MPG								RECURENT 08-14		3:49.262	0:00.538	3:47.042	0:12.932									3:43.018	0		63		A					192	MPEG L3-44JP					-31568	-1597568402	1271543584
GOCA TRZAN				VOLEO SI SKOTA	RECURENT 08-14		30001965.MPG								RECURENT 08-14		3:25.691	0:00.451	3:19.833	0:20.466									3:09.374	0		63		A					320	MPEG L3-44SP					-31568	-1464467435	1370363724
GOCA TRZAN				ZELIM DA SE PROMENIM	MILENIUM 00-08		30000382.MPG								MILENIUM 00-08		3:29.110	0:00.032	3:24.305	0:20.840									3:18.440	0		64		A					160	MPEG L3-44JP					-31568	435792408	1071146366
GOCA TRZAN				ZAROBLJENA	A1 CURENT		30001966.MPG								A1 CURENT		4:13.074	0:00.000	4:12.030	0:27.166									4:09.488	0		68		A					320	MPEG L3-44SP					-31568	-1245641752	1395919357
GOCA TRZAN				PO MOME SRCU HODAJ	MILENIUM 00-08		30000389.MPG								MILENIUM 00-08		4:27.841	0:00.000	4:27.571	0:22.664									4:22.912	0		64		A					128	MPEG L3-44JP					-31568	-714456017	994400824
GOCA TRZAN				LJUBAV	MILENIUM 00-08		30000384.MPG								MILENIUM 00-08		3:23.990	0:00.000	3:21.859	0:13.585									3:16.760	0		63		A					128	MPEG L3-44JP					-31568	294770162	944967878
GOCA TRZAN				POMALO	RECURENT 08-14		30001399.MPG								RECURENT 08-14		3:10.510	0:00.238	3:10.510	0:19.938									3:05.357	0		65		A					128	MPEG L3-44JP					-31568	-224523349	1213892290
GOCA TRZAN				NE UMEM DA TE NE VOLIM	MILENIUM 00-08		30000388.MPG								MILENIUM 00-08		3:39.088	0:00.042	3:34.744	0:10.299									3:27.569	0		67		A					160	MPEG L3-44JP					-31568	-776096260	1095734480
GOCA TRZAN				NE IDI	90		30000386.MPG								90		2:41.836	0:00.000	2:40.634	0:03.854									2:35.779	0		67		A					128	MPEG L3-44JP					-31568	-1684154443	1000979756
GORAN KARAN				KADA ZASPU ANDJELI	MILENIUM 00-08		30000398.MPG								MILENIUM 00-08		3:05.861	0:00.291	3:03.478	0:05.737									2:57.158	0		66		A					128	MPEG L3-44JP					-31568	2067106177	1000465808
GORAN KARAN				MODRO MORE	MILENIUM 00-08		30001690.MPG								MILENIUM 00-08		3:47.812	0:00.000	3:47.812	0:11.065									3:39.346	0		62		A					224	MPEG L3-44SP					-31568	-77423023	1123152040
GORAN KARAN				KOGA LJUBIS SAD	MILENIUM 00-08		30000401.MPG								MILENIUM 00-08		3:32.174	0:00.199	3:29.786	0:09.309									3:28.357	0		67		A					128	MPEG L3-44JP					-31568	516110169	1052232822
GORAN KARAN				LIPA SI LIPA	MILENIUM 00-08		30000402.MPG								MILENIUM 00-08		3:02.334	0:00.199	2:58.567	0:13.299									2:57.082	0		68		A					128	MPEG L3-44SP					-31568	-1878155382	1072649014
GORAN KARAN				KAZNA MI JE STO TE LJUBIM	90		30000400.MPG								90		4:19.448	0:00.223	4:16.548	0:16.263									4:14.760	0		69		A					128	MPEG L3-44SP					-31568	-481772341	1072649242
GORAN KARAN				PUTUJEM TAMO	MILENIUM 00-08		30000406.MPG								MILENIUM 00-08		3:19.758	0:00.281	3:17.827	0:07.230									3:16.028	0		64		A					128	MPEG L3-44JP					-31568	-507487854	1000465870
GORAN KARAN				PARTENCA	MILENIUM 00-08		30000404.MPG								MILENIUM 00-08		3:31.730	0:00.000	3:31.730	0:29.195									3:26.627	0		68		A					128	MPEG L3-44JP					-31568	-1315172562	992887522
GORAN KARAN				VAGABUNDO	MILENIUM 00-08		30000408.MPG								MILENIUM 00-08		4:03.644	0:00.286	4:03.644	0:26.058									4:01.815	0		67		A					192	MPEG L3-44SP					-31568	309805561	1144224772
GORAN KARAN				PROZOR KRAJ DJARDINA	MILENIUM 00-08		30000405.MPG								MILENIUM 00-08		4:07.353	0:00.310	4:05.556	0:18.411									4:02.668	0		64		A					128	MPEG L3-44JP					-31568	-555499009	1000465856
GORAN KARAN				OSTANI	MILENIUM 00-08		30000403.MPG								MILENIUM 00-08		3:05.678	0:00.320	3:03.589	0:05.615									2:57.130	0		66		A					160	MPEG L3-44JP					-31568	298045163	1071146418
GORAN KARAN				NE SALJI LADJE	MILENIUM 00-08		30001644.MPG								MILENIUM 00-08		4:20.255	0:00.142	4:19.159	0:15.251									4:09.555	0		63		A					224	MPEG L3-44SP					-31568	-1092533509	1123151698
GORAN KARAN				KAO DA TE NE VOLIM	MILENIUM 00-08		30000399.MPG								MILENIUM 00-08		3:25.818	0:00.161	3:25.818	0:06.385									3:20.283	0		67		A					128	MPEG L3-44JP					-31568	-50843082	1000465050
GORAN KARAN				UVELO LISCE	90		30000407.MPG								90		3:51.026	0:00.036	3:48.439	0:17.648									3:43.145	0		68		A					128	MPEG L3-44JP					-31568	2035235339	1000465202
GORAN KARAN				GORI NOC	MILENIUM 00-08		30000395.MPG								MILENIUM 00-08		3:46.385	0:00.000	3:46.385	0:24.299									3:45.295	0		68		A					128	MPEG L3-44JP					-31568	1229108126	1022230756
GORAN KARAN				LJUBAV CUVAJ	RECURENT 08-14		30001967.MPG								RECURENT 08-14		4:06.073	0:01.012	4:06.073	0:06.401									4:02.897	0		65		A					128	MPEG L3-44JP					-31568	303302362	1361981457
